id,rank,common_name,french_name,order,family,subfamily,genus,species,annotation,status_accidental,status_hawaiian,status_introduced,status_nonbreeding,status_extinct,status_misplaced
12351,species,Meadow Pipit,Pipit farlouse,Passeriformes,Motacillidae,,Anthus,Anthus pratensis,,,,,,,
1522,species,Sprague's Pipit,Pipit de Sprague,Passeriformes,Motacillidae,,Anthus,Anthus spragueii,Monotypic.,,,,,,
15031,species,Yellowish Pipit,Pipit jaunâtre,Passeriformes,Motacillidae,,Anthus,Anthus chii,Formerly known as Anthus lutescens. Anthus chii is a synonym and has priority.,,,,,,
1828,species,Common Chaffinch,Pinson des arbres,Passeriformes,Fringillidae,Fringillinae,Fringilla,Fringilla coelebs,,A,,,,,
1829,species,Brambling,Pinson du Nord,Passeriformes,Fringillidae,Fringillinae,Fringilla,Fringilla montifringilla,Monotypic.,,,,,,
14941,species,Elegant Euphonia,Organiste à capuchon,Passeriformes,Fringillidae,Euphoniinae,Chlorophonia,Chlorophonia elegantissima,Formerly placed in the genus Euphonia.,,,,,,
14951,species,Hispaniolan Euphonia,Organiste louis-d’or,Passeriformes,Fringillidae,Euphoniinae,Chlorophonia,Chlorophonia musica,Formerly placed in the genus Euphonia and considered conspecific with Chlorophonia sclateri plus C. flavifrons.,,,,,,
15064,species,Puerto Rican Euphonia,Organiste de Porto Rico,Passeriformes,Fringillidae,Euphoniinae,Chlorophonia,Chlorophonia sclateri,Formerly placed in the genus Euphonia and considered conspecific with both Chlorophonia musica and C. flavifrons.,,,,,,
15065,species,Lesser Antillean Euphonia,Organiste des Petites Antilles,Passeriformes,Fringillidae,Euphoniinae,Chlorophonia,Chlorophonia flavifrons,Formerly placed in the genus Euphonia and considered conspecific with both Chlorophonia musica and C. sclateri.,,,,,,
1843,species,Yellow-collared Chlorophonia,Organiste à col jaune,Passeriformes,Fringillidae,Euphoniinae,Chlorophonia,Chlorophonia flavirostris,Monotypic.,A,,,,,
1844,species,Blue-crowned Chlorophonia,Organiste à calotte bleue,Passeriformes,Fringillidae,Euphoniinae,Chlorophonia,Chlorophonia occipitalis,Monotypic.,,,,,,
1845,species,Golden-browed Chlorophonia,Organiste à sourcils jaunes,Passeriformes,Fringillidae,Euphoniinae,Chlorophonia,Chlorophonia callophrys,Monotypic.,,,,,,
1830,species,Jamaican Euphonia,Organiste de Jamaïque,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia jamaica,Monotypic.,,,,,,
14961,species,West Mexican Euphonia,Organiste de Godman,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia godmani,Monotypic. Formerly considered conspecific with Euphonia affinis.,,,,,,
1831,species,Scrub Euphonia,Organiste de brousse,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia affinis,,,,,,,
1832,species,Yellow-crowned Euphonia,Organiste à calotte jaune,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia luteicapilla,Monotypic.,,,,,,
1840,species,White-vented Euphonia,Organiste cul-blanc,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia minuta,,,,,,,
1834,species,Yellow-throated Euphonia,Organiste à gorge jaune,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia hirundinacea,,,,,,,
1833,species,Thick-billed Euphonia,Organiste à bec épais,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia laniirostris,,,,,,,
1838,species,Spot-crowned Euphonia,Organiste moucheté,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia imitans,Monotypic.,,,,,,
1839,species,Olive-backed Euphonia,Organiste olive,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia gouldi,,,,,,,
1837,species,Fulvous-vented Euphonia,Organiste cul-roux,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia fulvicrissa,,,,,,,
1841,species,Tawny-capped Euphonia,Organiste à couronne rousse,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia anneae,,,,,,,
1842,species,Orange-bellied Euphonia,Organiste à ventre orange,Passeriformes,Fringillidae,Euphoniinae,Euphonia,Euphonia xanthogaster,,,,,,,
1874,species,Hooded Grosbeak,Gros-bec à capuchon,Passeriformes,Fringillidae,Carduelinae,Coccothraustes,Coccothraustes abeillei,,,,,,,
1875,species,Evening Grosbeak,Gros-bec errant,Passeriformes,Fringillidae,Carduelinae,Coccothraustes,Coccothraustes vespertinus,,,,,,,
1876,species,Hawfinch,Gros-bec casse-noyaux,Passeriformes,Fringillidae,Carduelinae,Coccothraustes,Coccothraustes coccothraustes,,A,,,,,
1850,species,Common Rosefinch,Roselin cramoisi,Passeriformes,Fringillidae,Carduelinae,Carpodacus,Carpodacus erythrinus,,,,,N,,
13741,species,Pallas's Rosefinch,Roselin rose,Passeriformes,Fringillidae,Carduelinae,Carpodacus,Carpodacus roseus,,A,,,,,
1906,species,Poo-uli,Po-o-uli masqué,Passeriformes,Fringillidae,Carduelinae,Melamprosops,Melamprosops phaeosoma,Monotypic.,,H,,,,
1893,species,Akikiki,Akikiki de Kauai,Passeriformes,Fringillidae,Carduelinae,Oreomystis,Oreomystis bairdi,Monotypic.,,H,,,,
1895,species,Oahu Alauahio,Alauahio d’Oahu,Passeriformes,Fringillidae,Carduelinae,Paroreomyza,Paroreomyza maculata,Monotypic.,,H,,,,
1896,species,Kakawahie,Alauahio de Molokai,Passeriformes,Fringillidae,Carduelinae,Paroreomyza,Paroreomyza flammea,Monotypic.,,H,,,,
1897,species,Maui Alauahio,Alauahio de Maui,Passeriformes,Fringillidae,Carduelinae,Paroreomyza,Paroreomyza montana,,,H,,,,
1880,species,Palila,Psittirostre palila,Passeriformes,Fringillidae,Carduelinae,Loxioides,Loxioides bailleui,Monotypic.,,H,,,,
1695,species,Laysan Finch,Psittirostre de Laysan,Passeriformes,Fringillidae,Carduelinae,Telespiza,Telespiza cantans,Monotypic.,,H,,,,
1877,species,Nihoa Finch,Psittirostre de Nihoa,Passeriformes,Fringillidae,Carduelinae,Telespiza,Telespiza ultima,Monotypic.,,H,,,,
1883,species,Kona Grosbeak,Psittirostre à gros bec,Passeriformes,Fringillidae,Carduelinae,Chloridops,Chloridops kona,Monotypic.,,H,,,†,
1881,species,Lesser Koa-Finch,Petit Psittirostre,Passeriformes,Fringillidae,Carduelinae,Rhodacanthis,Rhodacanthis flaviceps,Monotypic.,,H,,,†,
1882,species,Greater Koa-Finch,Psittirostre de Palmer,Passeriformes,Fringillidae,Carduelinae,Rhodacanthis,Rhodacanthis palmeri,Monotypic.,,H,,,†,
1900,species,Ula-ai-hawane,Ciridopse d'Anna,Passeriformes,Fringillidae,Carduelinae,Ciridops,Ciridops anna,Monotypic.,,H,,,†,
1904,species,Akohekohe,Palmérie huppée,Passeriformes,Fringillidae,Carduelinae,Palmeria,Palmeria dolei,Monotypic.,,H,,,,
11781,species,Laysan Honeycreeper,Picchion de Laysan,Passeriformes,Fringillidae,Carduelinae,Himatione,Himatione fraithii,Formerly considered conspecific with Himatione sanguinea.,,H,,,†,
1905,species,Apapane,Picchion cramoisi,Passeriformes,Fringillidae,Carduelinae,Himatione,Himatione sanguinea,Formerly considered conspecific with Himatione fraithii.,,H,,,,
1901,species,Iiwi,Iiwi rouge,Passeriformes,Fringillidae,Carduelinae,Drepanis,Drepanis coccinea,Monotypic. Formerly placed in the genus Vestiaria.,,H,,,,
1902,species,Hawaii Mamo,Drépanide mamo,Passeriformes,Fringillidae,Carduelinae,Drepanis,Drepanis pacifica,Monotypic.,,H,,,†,
1903,species,Black Mamo,Drépanide noir,Passeriformes,Fringillidae,Carduelinae,Drepanis,Drepanis funerea,Monotypic.,,H,,,†,
1878,species,Ou,Psittirostre psittacin,Passeriformes,Fringillidae,Carduelinae,Psittirostra,Psittirostra psittacea,Monotypic.,,H,,,,
1879,species,Lanai Hookbill,Psittirostre de Munro,Passeriformes,Fringillidae,Carduelinae,Dysmorodrepanis,Dysmorodrepanis munroi,Monotypic.,,H,,,†,
1884,species,Maui Parrotbill,Pseudonestor de Maui,Passeriformes,Fringillidae,Carduelinae,Pseudonestor,Pseudonestor xanthophrys,Monotypic.,,H,,,,
11791,species,Kauai Nukupuu,Nukupuu de Kauai,Passeriformes,Fringillidae,Carduelinae,Hemignathus,Hemignathus hanapepe,Formerly considered conspecific with Hemignathus lucidus and H. affinis.,,H,,,,
1891,species,Oahu Nukupuu,Nukupuu d'Oahu,Passeriformes,Fringillidae,Carduelinae,Hemignathus,Hemignathus lucidus,Formerly considered conspecific with Hemignathus hanapepe and H. affinis.,,H,,,†,
11801,species,Maui Nukupuu,Nukupuu de Maui,Passeriformes,Fringillidae,Carduelinae,Hemignathus,Hemignathus affinis,Formerly considered conspecific with Hemignathus hanapepe and H. lucidus.,,H,,,,
11811,species,Akiapolaau,Akiapolaau d'Hawaï,Passeriformes,Fringillidae,Carduelinae,Hemignathus,Hemignathus wilsoni,Formerly known as Hemignathus munroi.,,H,,,,
11711,species,Lesser Akialoa,Akialoa d'Hawaï,Passeriformes,Fringillidae,Carduelinae,Akialoa,Akialoa obscura,Monotypic. Formerly placed in the genus Hemignathus.,,H,,,†,
11731,species,Kauai Akialoa,Akialoa de Kauai,Passeriformes,Fringillidae,Carduelinae,Akialoa,Akialoa stejnegeri,"Formerly considered conspecific
with Akialoa ellisiana and A. lanaiensis.",,H,,,,
11721,species,Oahu Akialoa,Akialoa d'Oahu,Passeriformes,Fringillidae,Carduelinae,Akialoa,Akialoa ellisiana,"Formerly placed in the genus Hemignathus, and considered conspecific with Akialoa stejnegeri and A. lanaiensis",,H,,,†,
11741,species,Maui-nui Akialoa,Akialoa de Lanai,Passeriformes,Fringillidae,Carduelinae,Akialoa,Akialoa lanaiensis,Formerly considered conspecific with Akialoa stejnegeri and A. ellisiana.,,H,,,†,
2001,species,Anianiau,Anianiau de Kauai,Passeriformes,Fringillidae,Carduelinae,Magumma,Magumma parva,Monotypic.,,H,,,,
11661,species,Hawaii Amakihi,Amakihi familier,Passeriformes,Fringillidae,Carduelinae,Chlorodrepanis,Chlorodrepanis virens,Formerly placed in the genus Hemignathus.,,H,,,,
11671,species,Oahu Amakihi,Amakihi d'Oahu,Passeriformes,Fringillidae,Carduelinae,Chlorodrepanis,Chlorodrepanis flava,Formerly placed in the genus Hemignathus.,,H,,,,
11681,species,Kauai Amakihi,Amakihi de Stejneger,Passeriformes,Fringillidae,Carduelinae,Chlorodrepanis,Chlorodrepanis stejnegeri,Formerly placed in the genus Hemignathus.,,H,,,,
11751,species,Greater Amakihi,Grand Amakihi,Passeriformes,Fringillidae,Carduelinae,Viridonia,Viridonia sagittirostris,Monotypic. Formerly placed in the genus Hemignathus.,,H,,,†,
10681,species,Hawaii Creeper,Loxopse mana,Passeriformes,Fringillidae,Carduelinae,Loxops,Loxops mana,Formerly placed in the genus Oreomystis. Monotypic.,,H,,,,
1898,species,Akekee,Loxopse de Kauai,Passeriformes,Fringillidae,Carduelinae,Loxops,Loxops caeruleirostris,Monotypic.,,H,,,,
11761,species,Oahu Akepa,Loxopse d'Oahu,Passeriformes,Fringillidae,Carduelinae,Loxops,Loxops wolstenholmei,Formerly considered conspecific with Loxops coccineus and L. ochraceus.,,H,,,,
11771,species,Maui Akepa,Loxopse de Maui,Passeriformes,Fringillidae,Carduelinae,Loxops,Loxops ochraceus,Formerly considered conspecific with Loxops wolstenholmei and L. coccineus.,,H,,,,
1899,species,Hawaii Akepa,Loxopse d'Hawaï,Passeriformes,Fringillidae,Carduelinae,Loxops,Loxops coccineus,,,H,,,,
1849,species,Pine Grosbeak,Durbec des sapins,Passeriformes,Fringillidae,Carduelinae,Pinicola,Pinicola enucleator,,,,,,,
1873,species,Eurasian Bullfinch,Bouvreuil pivoine,Passeriformes,Fringillidae,Carduelinae,Pyrrhula,Pyrrhula pyrrhula,,A,,,,,
10711,species,Asian Rosy-Finch,Roselin brun,Passeriformes,Fringillidae,Carduelinae,Leucosticte,Leucosticte arctoa,,A,,,,,
1846,species,Gray-crowned Rosy-Finch,Roselin à tête grise,Passeriformes,Fringillidae,Carduelinae,Leucosticte,Leucosticte tephrocotis,,,,,,,
1847,species,Black Rosy-Finch,Roselin noir,Passeriformes,Fringillidae,Carduelinae,Leucosticte,Leucosticte atrata,Monotypic.,,,,,,
1848,species,Brown-capped Rosy-Finch,Roselin à tête brune,Passeriformes,Fringillidae,Carduelinae,Leucosticte,Leucosticte australis,Monotypic.,,,,,,
10371,species,House Finch,Roselin familier,Passeriformes,Fringillidae,Carduelinae,Haemorhous,Haemorhous mexicanus,,,,,,,
10351,species,Purple Finch,Roselin pourpré,Passeriformes,Fringillidae,Carduelinae,Haemorhous,Haemorhous purpureus,,,,,,,
10361,species,Cassin's Finch,Roselin de Cassin,Passeriformes,Fringillidae,Carduelinae,Haemorhous,Haemorhous cassinii,Monotypic.,,,,,,
1870,species,Oriental Greenfinch,Verdier de Chine,Passeriformes,Fringillidae,Carduelinae,Chloris,Chloris sinica,,A,,,,,
12641,species,Yellow-fronted Canary,Serin du Mozambique,Passeriformes,Fringillidae,Carduelinae,Crithagra,Crithagra mozambica,,,,I,,,
1857,species,Common Redpoll,Sizerin flammé,Passeriformes,Fringillidae,Carduelinae,Acanthis,Acanthis flammea,,,,,,,
12361,species,Lesser Redpoll,Sizerin cabaret,Passeriformes,Fringillidae,Carduelinae,Acanthis,Acanthis cabaret,,A,,,,,
1858,species,Hoary Redpoll,Sizerin blanchâtre,Passeriformes,Fringillidae,Carduelinae,Acanthis,Acanthis hornemanni,,,,,,,
1854,species,Red Crossbill,Bec-croisé des sapins,Passeriformes,Fringillidae,Carduelinae,Loxia,Loxia curvirostra,,,,,,,
12371,species,Cassia Crossbill,Bec-croisé de l'Idaho,Passeriformes,Fringillidae,Carduelinae,Loxia,Loxia sinesciuris,,,,,,,
1855,species,Hispaniolan Crossbill,Bec-croisé d'Hispaniola,Passeriformes,Fringillidae,Carduelinae,Loxia,Loxia megaplaga,Monotypic.,,,,,,
1856,species,White-winged Crossbill,Bec-croisé bifascié,Passeriformes,Fringillidae,Carduelinae,Loxia,Loxia leucoptera,,,,,,,
1869,species,European Goldfinch,Chardonneret élégant,Passeriformes,Fringillidae,Carduelinae,Carduelis,Carduelis carduelis,,,,I,,,
1859,species,Eurasian Siskin,Tarin des aulnes,Passeriformes,Fringillidae,Carduelinae,Spinus,Spinus spinus,Monotypic.,A,,,,,
1860,species,Pine Siskin,Tarin des pins,Passeriformes,Fringillidae,Carduelinae,Spinus,Spinus pinus,,,,,,,
1861,species,Black-capped Siskin,Tarin sombre,Passeriformes,Fringillidae,Carduelinae,Spinus,Spinus atriceps,Monotypic.,,,,,,
1862,species,Black-headed Siskin,Tarin à tête noire,Passeriformes,Fringillidae,Carduelinae,Spinus,Spinus notatus,,,,,,,
1863,species,Yellow-bellied Siskin,Tarin à ventre jaune,Passeriformes,Fringillidae,Carduelinae,Spinus,Spinus xanthogastrus,,,,,,,
1864,species,Red Siskin,Tarin rouge,Passeriformes,Fringillidae,Carduelinae,Spinus,Spinus cucullatus,Monotypic.,,,I,,,
1865,species,Antillean Siskin,Tarin des Antilles,Passeriformes,Fringillidae,Carduelinae,Spinus,Spinus dominicensis,Monotypic.,,,,,,
1866,species,Lesser Goldfinch,Chardonneret mineur,Passeriformes,Fringillidae,Carduelinae,Spinus,Spinus psaltria,,,,,,,
1867,species,Lawrence's Goldfinch,Chardonneret gris,Passeriformes,Fringillidae,Carduelinae,Spinus,Spinus lawrencei,Monotypic.,,,,,,
1868,species,American Goldfinch,Chardonneret jaune,Passeriformes,Fringillidae,Carduelinae,Spinus,Spinus tristis,,,,,,,
1872,species,Island Canary,Serin des Canaries,Passeriformes,Fringillidae,Carduelinae,Serinus,Serinus canaria,Monotypic. Formerly known as Common Canary.,,,I,,,
1945,species,Rosy Thrush-Tanager,Quéo rosalbin,Passeriformes,Rhodinocichlidae,,Rhodinocichla,Rhodinocichla rosea,,,,,,,
1733,species,Lapland Longspur,Plectrophane lapon,Passeriformes,Calcariidae,,Calcarius,Calcarius lapponicus,,,,,,,
1735,species,Chestnut-collared Longspur,Plectrophane à ventre noir,Passeriformes,Calcariidae,,Calcarius,Calcarius ornatus,Monotypic.,,,,,,
1734,species,Smith's Longspur,Plectrophane de Smith,Passeriformes,Calcariidae,,Calcarius,Calcarius pictus,Monotypic.,,,,,,
1732,species,Thick-billed Longspur,Plectrophane de McCown,Passeriformes,Calcariidae,,Rhynchophanes,Rhynchophanes mccownii,Monotypic.,,,,,,
1744,species,Snow Bunting,Plectrophane des neiges,Passeriformes,Calcariidae,,Plectrophenax,Plectrophenax nivalis,,,,,,,
1745,species,McKay's Bunting,Plectrophane blanc,Passeriformes,Calcariidae,,Plectrophenax,Plectrophenax hyperboreus,Monotypic.,,,,,,
1736,species,Pine Bunting,Bruant à calotte blanche,Passeriformes,Emberizidae,,Emberiza,Emberiza leucocephalos,,A,,,,,
2055,species,Yellow-browed Bunting,Bruant à sourcils jaunes,Passeriformes,Emberizidae,,Emberiza,Emberiza chrysophrys,,A,,,,,
1737,species,Little Bunting,Bruant nain,Passeriformes,Emberizidae,,Emberiza,Emberiza pusilla,Monotypic.,A,,,,,
1738,species,Rustic Bunting,Bruant rustique,Passeriformes,Emberizidae,,Emberiza,Emberiza rustica,,A,,,,,
1739,species,Yellow-throated Bunting,Bruant élégant,Passeriformes,Emberizidae,,Emberiza,Emberiza elegans,,A,,,,,
1740,species,Yellow-breasted Bunting,Bruant auréole,Passeriformes,Emberizidae,,Emberiza,Emberiza aureola,,A,,,,,
1741,species,Gray Bunting,Bruant gris,Passeriformes,Emberizidae,,Emberiza,Emberiza variabilis,,A,,,,,
1742,species,Pallas's Bunting,Bruant de Pallas,Passeriformes,Emberizidae,,Emberiza,Emberiza pallasi,,A,,,,,
1743,species,Reed Bunting,Bruant des roseaux,Passeriformes,Emberizidae,,Emberiza,Emberiza schoeniclus,,A,,,,,
1939,species,Yellow-throated Chlorospingus,Chlorospin à gorge jaune,Passeriformes,Passerellidae,,Chlorospingus,Chlorospingus flavigularis,Formerly known as Yellow-throated Bush-Tanager.,,,,,,
1940,species,Ashy-throated Chlorospingus,Chlorospin à gorge grise,Passeriformes,Passerellidae,,Chlorospingus,Chlorospingus canigularis,Formerly known as Ashy-throated Bush-Tanager.,,,,,,
2017,species,Sooty-capped Chlorospingus,Chlorospin à sourcils brisés,Passeriformes,Passerellidae,,Chlorospingus,Chlorospingus pileatus,Formerly known as Sooty-capped Bush-Tanager.,,,,,,
10721,species,Common Chlorospingus,Chlorospin des buissons,Passeriformes,Passerellidae,,Chlorospingus,Chlorospingus flavopectus,Formerly Chlorospingus ophthalmicus and known as Common Bush-Tanager.,,,,,,
2018,species,Tacarcuna Chlorospingus,Chlorospin du Tacarcuna,Passeriformes,Passerellidae,,Chlorospingus,Chlorospingus tacarcunae,Monotypic. Formerly known as Tacarcuna Bush-Tanager.,,,,,,
2019,species,Pirre Chlorospingus,Chlorospin du Pirré,Passeriformes,Passerellidae,,Chlorospingus,Chlorospingus inornatus,Monotypic. Formerly known as Pirre Bush-Tanager.,,,,,,
1696,species,Rufous-winged Sparrow,Bruant à épaulettes,Passeriformes,Passerellidae,,Peucaea,Peucaea carpalis,,,,,,,
2044,species,Cinnamon-tailed Sparrow,Bruant à queue rousse,Passeriformes,Passerellidae,,Peucaea,Peucaea sumichrasti,Monotypic.,,,,,,
1694,species,Stripe-headed Sparrow,Bruant ligné,Passeriformes,Passerellidae,,Peucaea,Peucaea ruficauda,,,,,,,
2042,species,Black-chested Sparrow,Bruant à plastron,Passeriformes,Passerellidae,,Peucaea,Peucaea humeralis,Monotypic.,,,,,,
2043,species,Bridled Sparrow,Bruant à moustaches,Passeriformes,Passerellidae,,Peucaea,Peucaea mystacalis,Monotypic.,,,,,,
1698,species,Botteri's Sparrow,Bruant de Botteri,Passeriformes,Passerellidae,,Peucaea,Peucaea botterii,,,,,,,
2045,species,Cassin's Sparrow,Bruant de Cassin,Passeriformes,Passerellidae,,Peucaea,Peucaea cassinii,Monotypic.,,,,,,
1697,species,Bachman's Sparrow,Bruant des pinèdes,Passeriformes,Passerellidae,,Peucaea,Peucaea aestivalis,,,,,,,
1716,species,Grasshopper Sparrow,Bruant sauterelle,Passeriformes,Passerellidae,,Ammodramus,Ammodramus savannarum,,,,,,,
1680,species,Olive Sparrow,Tohi olive,Passeriformes,Passerellidae,,Arremonops,Arremonops rufivirgatus,,,,,,,
1681,species,Green-backed Sparrow,Tohi à dos vert,Passeriformes,Passerellidae,,Arremonops,Arremonops chloronotus,,,,,,,
1682,species,Black-striped Sparrow,Tohi ligné,Passeriformes,Passerellidae,,Arremonops,Arremonops conirostris,,,,,,,
14981,species,Five-striped Sparrow,Bruant pentaligne,Passeriformes,Passerellidae,,Amphispizopsis,Amphispizopsis quinquestriata,Formerly placed in the genus Amphispiza.,,,,,,
1712,species,Black-throated Sparrow,Bruant à gorge noire,Passeriformes,Passerellidae,,Amphispiza,Amphispiza bilineata,,,,,,,
1711,species,Lark Sparrow,Bruant à joues marron,Passeriformes,Passerellidae,,Chondestes,Chondestes grammacus,,,,,,,
1714,species,Lark Bunting,Bruant noir et blanc,Passeriformes,Passerellidae,,Calamospiza,Calamospiza melanocorys,Monotypic.,,,,,,
1705,species,Chipping Sparrow,Bruant familier,Passeriformes,Passerellidae,,Spizella,Spizella passerina,,,,,,,
2048,species,Clay-colored Sparrow,Bruant des plaines,Passeriformes,Passerellidae,,Spizella,Spizella pallida,Monotypic.,,,,,,
1709,species,Black-chinned Sparrow,Bruant à menton noir,Passeriformes,Passerellidae,,Spizella,Spizella atrogularis,,,,,,,
1707,species,Field Sparrow,Bruant des champs,Passeriformes,Passerellidae,,Spizella,Spizella pusilla,,,,,,,
1706,species,Brewer's Sparrow,Bruant de Brewer,Passeriformes,Passerellidae,,Spizella,Spizella breweri,,,,,,,
1708,species,Worthen's Sparrow,Bruant de Worthen,Passeriformes,Passerellidae,,Spizella,Spizella wortheni,,,,,,,
10321,species,Costa Rican Brushfinch,Tohi du Costa Rica,Passeriformes,Passerellidae,,Arremon,Arremon costaricensis,Formerly included in Arremon torquatus.,,,,,,
10331,species,Black-headed Brushfinch,Tohi à tête noire,Passeriformes,Passerellidae,,Arremon,Arremon atricapillus,Formerly included in Arremon torquatus.,,,,,,
1679,species,Orange-billed Sparrow,Tohi à bec orange,Passeriformes,Passerellidae,,Arremon,Arremon aurantiirostris,,,,,,,
2036,species,Green-striped Brushfinch,Tohi à raies vertes,Passeriformes,Passerellidae,,Arremon,Arremon virenticeps,Monotypic.,,,,,,
2003,species,Chestnut-capped Brushfinch,Tohi à nuque brune,Passeriformes,Passerellidae,,Arremon,Arremon brunneinucha,,,,,,,
1646,species,Sooty-faced Finch,Tohi masqué,Passeriformes,Passerellidae,,Arremon,Arremon crassirostris,Monotypic.,,,,,,
1721,species,Fox Sparrow,Bruant fauve,Passeriformes,Passerellidae,,Passerella,Passerella iliaca,,,,,,,
1704,species,American Tree Sparrow,Bruant hudsonien,Passeriformes,Passerellidae,,Spizelloides,Spizelloides arborea,,,,,,,
2047,species,Volcano Junco,Junco des volcans,Passeriformes,Passerellidae,,Junco,Junco vulcani,Monotypic.,,,,,,
11041,species,Guadalupe Junco,Junco de Guadalupe,Passeriformes,Passerellidae,,Junco,Junco insularis,,,,,,,
1730,species,Dark-eyed Junco,Junco ardoisé,Passeriformes,Passerellidae,,Junco,Junco hyemalis,,,,,,,
1731,species,Yellow-eyed Junco,Junco aux yeux jaunes,Passeriformes,Passerellidae,,Junco,Junco phaeonotus,,,,,,,
12661,species,Baird's Junco,Junco de Baird,Passeriformes,Passerellidae,,Junco,Junco bairdi,Formerly considered conspecific with Junco phaeonotus.,,,,,,
1725,species,Rufous-collared Sparrow,Bruant chingolo,Passeriformes,Passerellidae,,Zonotrichia,Zonotrichia capensis,,,,,,,
1728,species,White-crowned Sparrow,Bruant à couronne blanche,Passeriformes,Passerellidae,,Zonotrichia,Zonotrichia leucophrys,,,,,,,
1729,species,Golden-crowned Sparrow,Bruant à couronne dorée,Passeriformes,Passerellidae,,Zonotrichia,Zonotrichia atricapilla,Monotypic.,,,,,,
1727,species,Harris's Sparrow,Bruant à face noire,Passeriformes,Passerellidae,,Zonotrichia,Zonotrichia querula,Monotypic.,,,,,,
1726,species,White-throated Sparrow,Bruant à gorge blanche,Passeriformes,Passerellidae,,Zonotrichia,Zonotrichia albicollis,Monotypic.,,,,,,
10231,species,Bell's Sparrow,Bruant de Bell,Passeriformes,Passerellidae,,Artemisiospiza,Artemisiospiza belli,Formerly called Sage Sparrow.,,,,,,
10501,species,Sagebrush Sparrow,Bruant des armoises,Passeriformes,Passerellidae,,Artemisiospiza,Artemisiospiza nevadensis,,,,,,,
1702,species,Striped Sparrow,Bruant rayé,Passeriformes,Passerellidae,,Oriturus,Oriturus superciliosus,,,,,,,
1710,species,Vesper Sparrow,Bruant vespéral,Passeriformes,Passerellidae,,Pooecetes,Pooecetes gramineus,,,,,,,
13261,species,LeConte's Sparrow,Bruant de LeConte,Passeriformes,Passerellidae,,Ammospiza,Ammospiza leconteii,Monotypic. Formerly included in the genus Ammodramus. Previously known as Le Conte's Sparrow.,,,,,,
13291,species,Seaside Sparrow,Bruant maritime,Passeriformes,Passerellidae,,Ammospiza,Ammospiza maritima,,,,,,,
13271,species,Nelson's Sparrow,Bruant de Nelson,Passeriformes,Passerellidae,,Ammospiza,Ammospiza nelsoni,Monotypic. Formerly included in the genus Ammodramus.,,,,,,
13281,species,Saltmarsh Sparrow,Bruant à queue aiguë,Passeriformes,Passerellidae,,Ammospiza,Ammospiza caudacuta,Formerly included in the genus Ammodramus.,,,,,,
13241,species,Baird's Sparrow,Bruant de Baird,Passeriformes,Passerellidae,,Centronyx,Centronyx bairdii,Monotypic. Formerly included in the genus Ammodramus.,,,,,,
13251,species,Henslow's Sparrow,Bruant de Henslow,Passeriformes,Passerellidae,,Centronyx,Centronyx henslowii,Formerly included in the genus Ammodramus.,,,,,,
1715,species,Savannah Sparrow,Bruant des prés,Passeriformes,Passerellidae,,Passerculus,Passerculus sandwichensis,,,,,,,
1720,species,Sierra Madre Sparrow,Bruant des sierras,Passeriformes,Passerellidae,,Xenospiza,Xenospiza baileyi,Monotypic.,,,,,,
1722,species,Song Sparrow,Bruant chanteur,Passeriformes,Passerellidae,,Melospiza,Melospiza melodia,,,,,,,
1723,species,Lincoln's Sparrow,Bruant de Lincoln,Passeriformes,Passerellidae,,Melospiza,Melospiza lincolnii,,,,,,,
1724,species,Swamp Sparrow,Bruant des marais,Passeriformes,Passerellidae,,Melospiza,Melospiza georgiana,,,,,,,
1676,species,Large-footed Finch,Tohi à grands pieds,Passeriformes,Passerellidae,,Pezopetes,Pezopetes capitalis,Monotypic.,,,,,,
1703,species,Zapata Sparrow,Bruant de Zapata,Passeriformes,Passerellidae,,Torreornis,Torreornis inexpectata,,,,,,,
1683,species,Rusty-crowned Ground-Sparrow,Tohi de Kiener,Passeriformes,Passerellidae,,Melozone,Melozone kieneri,,,,,,,
1691,species,Canyon Towhee,Tohi des canyons,Passeriformes,Passerellidae,,Melozone,Melozone fusca,,,,,,,
1690,species,White-throated Towhee,Tohi à gorge blanche,Passeriformes,Passerellidae,,Melozone,Melozone albicollis,,,,,,,
1693,species,Abert's Towhee,Tohi d'Abert,Passeriformes,Passerellidae,,Melozone,Melozone aberti,,,,,,,
1692,species,California Towhee,Tohi de Californie,Passeriformes,Passerellidae,,Melozone,Melozone crissalis,,,,,,,
1685,species,White-eared Ground-Sparrow,Tohi oreillard,Passeriformes,Passerellidae,,Melozone,Melozone leucotis,,,,,,,
